"日付け","終値","始値","高値","安値","前日比%"
"2019年08月19日","106.62","106.33","106.71","106.24","0.24%"
"2019年08月16日","106.36","106.13","106.50","106.03","0.24%"
"2019年08月15日","106.11","105.92","106.79","105.70","0.21%"
"2019年08月14日","105.89","106.75","106.78","105.65","-0.79%"
"2019年08月13日","106.73","105.31","106.98","105.07","1.37%"
"2019年08月12日","105.29","105.57","105.71","105.04","-0.35%"
"2019年08月09日","105.66","106.07","106.11","105.26","-0.38%"
"2019年08月08日","106.06","106.28","106.31","105.89","-0.19%"
"2019年08月07日","106.26","106.49","106.49","105.50","-0.20%"
"2019年08月06日","106.47","105.94","107.08","105.52","0.50%"
"2019年08月05日","105.94","106.58","106.68","105.79","-0.60%"
"2019年08月02日","106.58","107.35","107.57","106.50","-0.70%"
"2019年08月01日","107.33","108.79","109.32","107.26","-1.30%"
"2019年07月31日","108.74","108.61","109.00","108.49","0.14%"
"2019年07月30日","108.59","108.79","108.95","108.45","-0.17%"
"2019年07月29日","108.77","108.69","108.90","108.42","0.10%"
"2019年07月26日","108.66","108.64","108.83","108.56","0.04%"
"2019年07月25日","108.62","108.18","108.76","108.04","0.42%"
"2019年07月24日","108.17","108.21","108.28","107.93","-0.04%"
"2019年07月23日","108.21","107.85","108.29","107.82","0.32%"
"2019年07月22日","107.86","107.79","108.07","107.70","0.15%"
"2019年07月19日","107.70","107.29","107.97","107.21","0.38%"
"2019年07月18日","107.29","107.94","108.03","107.21","-0.60%"
"2019年07月17日","107.94","108.25","108.33","107.94","-0.26%"
"2019年07月16日","108.22","107.92","108.38","107.82","0.30%"
"2019年07月15日","107.90","107.88","108.11","107.79","0.01%"
"2019年07月12日","107.89","108.49","108.61","107.79","-0.54%"
"2019年07月11日","108.48","108.46","108.54","107.86","0.02%"
"2019年07月10日","108.46","108.86","109.00","108.35","-0.35%"
"2019年07月09日","108.84","108.72","108.97","108.68","0.12%"
"2019年07月08日","108.71","108.44","108.81","108.28","0.24%"
"2019年07月05日","108.45","107.81","108.64","107.78","0.61%"
"2019年07月04日","107.79","107.79","107.85","107.71","-0.03%"
"2019年07月03日","107.82","107.89","107.93","107.53","-0.06%"
"2019年07月02日","107.88","108.43","108.48","107.76","-0.51%"
"2019年07月01日","108.43","108.11","108.54","108.10","0.51%"
"2019年06月28日","107.88","107.79","107.94","107.56","0.09%"
"2019年06月27日","107.78","107.79","108.17","107.64","0.01%"
"2019年06月26日","107.77","107.19","107.86","107.10","0.56%"
"2019年06月25日","107.17","107.29","107.42","106.78","-0.10%"
"2019年06月24日","107.28","107.39","107.54","107.25","-0.02%"
"2019年06月21日","107.30","107.32","107.75","107.05","0.01%"
"2019年06月20日","107.29","108.10","108.14","107.21","-0.74%"
"2019年06月19日","108.09","108.46","108.62","107.90","-0.32%"
"2019年06月18日","108.44","108.54","108.68","108.06","-0.10%"
"2019年06月17日","108.55","108.43","108.74","108.42","0.00%"
"2019年06月14日","108.55","108.38","108.59","108.15","0.17%"
"2019年06月13日","108.37","108.50","108.54","108.16","-0.11%"
"2019年06月12日","108.49","108.52","108.58","108.21","-0.01%"
"2019年06月11日","108.50","108.44","108.81","108.35","0.06%"
"2019年06月10日","108.43","108.56","108.72","108.32","0.23%"
"2019年06月07日","108.18","108.42","108.62","107.88","-0.20%"
"2019年06月06日","108.40","108.46","108.57","108.02","-0.05%"
"2019年06月05日","108.45","108.14","108.50","107.81","0.29%"
"2019年06月04日","108.14","108.07","108.36","107.84","0.07%"
"2019年06月03日","108.06","108.38","108.46","107.88","-0.18%"
"2019年05月31日","108.26","109.63","109.64","108.27","-1.22%"
"2019年05月30日","109.60","109.60","109.93","109.47","0.02%"
"2019年05月29日","109.58","109.38","109.71","109.14","0.20%"
"2019年05月28日","109.36","109.50","109.64","109.21","-0.13%"
"2019年05月27日","109.50","109.32","109.60","109.28","0.19%"
"2019年05月24日","109.29","109.61","109.75","109.27","-0.27%"
"2019年05月23日","109.59","110.36","110.38","109.46","-0.68%"
"2019年05月22日","110.34","110.49","110.64","110.24","-0.14%"
"2019年05月21日","110.49","110.07","110.68","110.01","0.40%"
"2019年05月20日","110.05","110.13","110.32","109.81","-0.02%"
"2019年05月17日","110.07","109.86","110.19","109.50","0.21%"
"2019年05月16日","109.84","109.61","109.97","109.33","0.24%"
"2019年05月15日","109.58","109.61","109.71","109.15","-0.01%"
"2019年05月14日","109.59","109.29","109.79","109.14","0.27%"
"2019年05月13日","109.30","109.76","109.86","109.02","-0.58%"
"2019年05月10日","109.94","109.76","110.06","109.47","0.17%"
"2019年05月09日","109.75","110.10","110.14","109.46","-0.32%"
"2019年05月08日","110.10","110.25","110.32","109.90","-0.13%"
"2019年05月07日","110.24","110.76","110.86","110.17","-0.47%"
"2019年05月06日","110.76","110.61","110.99","110.28","-0.30%"
"2019年05月03日","111.09","111.51","111.69","111.06","-0.37%"
"2019年05月02日","111.50","111.39","111.68","111.35","0.12%"
"2019年05月01日","111.37","111.43","111.63","111.04","-0.04%"
"2019年04月30日","111.41","111.65","111.71","111.23","-0.20%"
"2019年04月29日","111.63","111.60","111.90","111.53","0.04%"
"2019年04月26日","111.58","111.64","112.03","111.43","-0.04%"
"2019年04月25日","111.62","112.18","112.25","111.39","-0.49%"
"2019年04月24日","112.17","111.86","112.41","111.68","0.28%"
"2019年04月23日","111.86","111.94","112.04","111.65","-0.06%"
"2019年04月22日","111.93","111.93","112.00","111.85","0.02%"
"2019年04月19日","111.91","111.97","112.01","111.89","-0.04%"
"2019年04月18日","111.96","112.06","112.08","111.76","-0.08%"
"2019年04月17日","112.05","112.01","112.18","111.92","0.05%"
"2019年04月16日","111.99","112.04","112.07","111.85","-0.04%"
"2019年04月15日","112.03","112.00","112.11","111.88","0.01%"
"2019年04月12日","112.02","111.67","112.11","111.58","0.33%"
"2019年04月11日","111.65","111.01","111.71","110.90","0.59%"
"2019年04月10日","111.00","111.14","111.29","110.84","-0.11%"
"2019年04月09日","111.12","111.48","111.58","110.97","-0.31%"
"2019年04月08日","111.47","111.71","111.79","111.28","-0.23%"
"2019年04月05日","111.73","111.65","111.83","111.59","0.07%"
"2019年04月04日","111.65","111.49","111.69","111.33","0.16%"
"2019年04月03日","111.47","111.32","111.58","111.20","0.14%"
"2019年04月02日","111.31","111.35","111.46","111.25","-0.03%"
"2019年04月01日","111.34","110.81","111.45","110.81","0.45%"
"2019年03月29日","110.84","110.63","110.96","110.54","0.18%"
"2019年03月28日","110.64","110.52","110.83","110.03","0.11%"
"2019年03月27日","110.52","110.64","110.70","110.22","-0.11%"
"2019年03月26日","110.64","109.97","110.69","109.94","0.61%"
"2019年03月25日","109.97","109.86","110.25","109.72","0.05%"
"2019年03月22日","109.92","110.81","110.91","109.75","-0.80%"
"2019年03月21日","110.81","110.72","110.97","110.30","0.11%"
"2019年03月20日","110.69","111.41","111.69","110.53","-0.63%"
"2019年03月19日","111.39","111.44","111.48","111.16","-0.03%"
"2019年03月18日","111.42","111.45","111.62","111.28","-0.04%"
"2019年03月15日","111.47","111.70","111.91","111.39","-0.22%"
"2019年03月14日","111.72","111.16","111.84","111.14","0.49%"
"2019年03月13日","111.17","111.36","111.47","111.00","-0.17%"
"2019年03月12日","111.36","111.20","111.47","111.11","0.14%"
"2019年03月11日","111.20","111.14","111.31","110.88","0.03%"
"2019年03月08日","111.17","111.58","111.66","110.78","-0.38%"
"2019年03月07日","111.59","111.77","111.86","111.48","-0.16%"
"2019年03月06日","111.77","111.89","111.94","111.61","-0.11%"
"2019年03月05日","111.89","111.72","112.12","111.70","0.13%"
"2019年03月04日","111.75","111.77","112.02","111.64","-0.15%"
"2019年03月01日","111.92","111.39","112.08","111.33","0.48%"
"2019年02月28日","111.39","111.00","111.50","110.66","0.35%"
"2019年02月27日","111.00","110.58","111.08","110.36","0.38%"
"2019年02月26日","110.58","111.06","111.09","110.42","-0.43%"
"2019年02月25日","111.06","110.67","111.23","110.56","0.33%"
"2019年02月22日","110.69","110.69","110.92","110.56","-0.01%"
"2019年02月21日","110.70","110.86","110.89","110.58","-0.14%"
"2019年02月20日","110.86","110.63","110.95","110.52","0.22%"
"2019年02月19日","110.62","110.61","110.83","110.45","0.00%"
"2019年02月18日","110.62","110.45","110.67","110.39","0.11%"
"2019年02月15日","110.50","110.48","110.66","110.25","0.02%"
"2019年02月14日","110.48","111.01","111.13","110.45","-0.47%"
"2019年02月13日","111.00","110.50","111.06","110.42","0.47%"
"2019年02月12日","110.48","110.36","110.64","110.33","0.09%"
"2019年02月11日","110.38","109.83","110.47","109.69","0.59%"
"2019年02月08日","109.73","109.81","109.91","109.64","-0.07%"
"2019年02月07日","109.81","109.97","110.09","109.61","-0.15%"
"2019年02月06日","109.97","109.97","110.06","109.55","0.00%"
"2019年02月05日","109.97","109.89","110.03","109.78","0.07%"
"2019年02月04日","109.89","109.50","110.16","109.43","0.36%"
"2019年02月01日","109.50","108.89","109.58","108.72","0.57%"
"2019年01月31日","108.88","109.04","109.08","108.49","-0.14%"
"2019年01月30日","109.03","109.39","109.75","108.81","-0.33%"
"2019年01月29日","109.39","109.36","109.55","109.14","0.03%"
"2019年01月28日","109.36","109.53","109.61","109.16","-0.17%"
"2019年01月25日","109.55","109.64","109.97","109.45","-0.08%"
"2019年01月24日","109.64","109.58","109.81","109.42","0.04%"
"2019年01月23日","109.60","109.37","110.00","109.32","0.20%"
"2019年01月22日","109.38","109.67","109.70","109.14","-0.26%"
"2019年01月21日","109.67","109.75","109.77","109.47","-0.10%"
"2019年01月18日","109.78","109.27","109.89","109.06","0.49%"
"2019年01月17日","109.24","109.09","109.40","108.68","0.14%"
"2019年01月16日","109.09","108.69","109.20","108.38","0.39%"
"2019年01月15日","108.67","108.16","108.77","108.13","0.46%"
"2019年01月14日","108.17","108.47","108.56","107.97","-0.35%"
"2019年01月11日","108.55","108.43","108.60","108.14","0.12%"
"2019年01月10日","108.42","108.16","108.52","107.77","0.23%"
"2019年01月09日","108.17","108.75","109.00","107.97","-0.53%"
"2019年01月08日","108.75","108.72","109.09","108.44","0.03%"
"2019年01月07日","108.72","108.55","108.75","108.03","0.18%"
"2019年01月04日","108.53","107.67","108.59","107.51","0.80%"
"2019年01月03日","107.67","108.89","108.92","104.97","-1.11%"
"2019年01月02日","108.88","109.67","109.73","108.71","-0.77%"
"2019年01月01日","109.72","109.57","109.79","109.57","0.13%"
"2018年12月31日","109.58","110.44","110.48","109.55","-0.63%"
"2018年12月28日","110.28","110.97","111.06","110.14","-0.65%"
"2018年12月27日","111.00","111.38","111.39","110.45","-0.32%"
"2018年12月26日","111.36","110.31","111.42","110.14","0.98%"
"2018年12月25日","110.28","110.44","110.47","110.00","-0.15%"
"2018年12月24日","110.45","110.95","111.21","110.27","-0.69%"
"2018年12月21日","111.22","111.30","111.47","110.94","-0.05%"
"2018年12月20日","111.28","112.47","112.61","110.81","-1.07%"
"2018年12月19日","112.48","112.52","112.66","112.09","-0.04%"
"2018年12月18日","112.53","112.83","112.88","112.25","-0.27%"
"2018年12月17日","112.83","113.32","113.53","112.68","-0.49%"
"2018年12月14日","113.39","113.64","113.69","113.22","-0.22%"
"2018年12月13日","113.64","113.28","113.72","113.20","0.32%"
"2018年12月12日","113.28","113.39","113.53","113.14","-0.10%"
"2018年12月11日","113.39","113.33","113.47","113.00","0.04%"
"2018年12月10日","113.34","112.70","113.38","112.25","0.54%"
"2018年12月07日","112.73","112.67","112.94","112.55","0.05%"
"2018年12月06日","112.67","113.19","113.22","112.22","-0.46%"
"2018年12月05日","113.19","112.77","113.25","112.64","0.36%"
"2018年12月04日","112.78","113.66","113.67","112.58","-0.78%"
"2018年12月03日","113.67","113.47","113.86","113.38","0.18%"
"2018年11月30日","113.47","113.50","113.72","113.33","-0.01%"
"2018年11月29日","113.48","113.69","113.69","113.19","-0.18%"
"2018年11月28日","113.69","113.78","114.03","113.44","-0.08%"
"2018年11月27日","113.78","113.58","113.85","113.41","0.17%"
"2018年11月26日","113.59","112.94","113.64","112.86","0.57%"
"2018年11月23日","112.95","112.94","113.02","112.64","0.01%"
"2018年11月22日","112.94","113.05","113.14","112.86","-0.11%"
"2018年11月21日","113.06","112.77","113.14","112.61","0.26%"
"2018年11月20日","112.77","112.56","112.84","112.31","0.19%"
"2018年11月19日","112.56","112.83","112.89","112.42","-0.24%"
"2018年11月16日","112.83","113.64","113.66","112.64","-0.71%"
"2018年11月15日","113.64","113.62","113.72","113.11","0.02%"
"2018年11月14日","113.62","113.81","114.02","113.30","-0.17%"
"2018年11月13日","113.81","113.83","114.15","113.57","-0.02%"
"2018年11月12日","113.83","113.83","114.20","113.66","0.00%"
"2018年11月09日","113.83","114.06","114.09","113.64","-0.20%"
"2018年11月08日","114.06","113.52","114.08","113.47","0.47%"
"2018年11月07日","113.53","113.44","113.83","112.94","0.08%"
"2018年11月06日","113.44","113.20","113.50","113.11","0.22%"
"2018年11月05日","113.19","113.19","113.34","113.06","-0.01%"
"2018年11月02日","113.20","112.72","113.33","112.58","0.43%"
"2018年11月01日","112.72","112.94","113.00","112.61","-0.19%"
"2018年10月31日","112.94","113.13","113.39","112.80","-0.13%"
"2018年10月30日","113.09","112.38","113.11","112.28","0.63%"
"2018年10月29日","112.38","111.92","112.56","111.78","0.42%"
"2018年10月26日","111.91","112.39","112.45","111.38","-0.45%"
"2018年10月25日","112.42","112.25","112.69","111.83","0.14%"
"2018年10月24日","112.26","112.43","112.75","112.09","-0.16%"
"2018年10月23日","112.44","112.83","112.86","111.94","-0.35%"
"2018年10月22日","112.83","112.50","112.91","112.36","0.25%"
"2018年10月19日","112.55","112.21","112.65","112.12","0.32%"
"2018年10月18日","112.19","112.64","112.73","111.97","-0.41%"
"2018年10月17日","112.65","112.26","112.68","111.99","0.36%"
"2018年10月16日","112.25","111.77","112.33","111.72","0.42%"
"2018年10月15日","111.78","112.11","112.27","111.62","-0.37%"
"2018年10月12日","112.20","112.17","112.50","111.89","0.03%"
"2018年10月11日","112.17","112.27","112.53","111.83","-0.10%"
"2018年10月10日","112.28","112.95","113.28","112.23","-0.59%"
"2018年10月09日","112.95","113.22","113.41","112.88","-0.25%"
"2018年10月08日","113.23","113.69","113.94","112.81","-0.43%"
"2018年10月05日","113.72","113.90","114.11","113.55","-0.18%"
"2018年10月04日","113.92","114.55","114.56","113.64","-0.53%"
"2018年10月03日","114.53","113.64","114.55","113.52","0.76%"
"2018年10月02日","113.67","113.92","114.02","113.51","-0.22%"
"2018年10月01日","113.92","113.69","114.08","113.67","0.20%"
"2018年09月28日","113.69","113.38","113.72","113.31","0.27%"
"2018年09月27日","113.38","112.75","113.47","112.55","0.58%"
"2018年09月26日","112.73","112.97","113.14","112.62","-0.21%"
"2018年09月25日","112.97","112.80","112.97","112.72","0.14%"
"2018年09月24日","112.81","112.58","112.84","112.28","0.20%"
"2018年09月21日","112.58","112.48","112.89","112.42","0.07%"
"2018年09月20日","112.50","112.28","112.59","112.03","0.20%"
"2018年09月19日","112.28","112.36","112.45","112.17","-0.07%"
"2018年09月18日","112.36","111.86","112.39","111.67","0.46%"
"2018年09月17日","111.84","111.95","112.14","111.75","-0.20%"
"2018年09月14日","112.06","111.92","112.17","111.75","0.13%"
"2018年09月13日","111.92","111.25","112.00","111.14","0.58%"
"2018年09月12日","111.27","111.64","111.66","111.12","-0.33%"
